IDENTITY	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_dj	p_colon	N_dj	N_colon
GC_00002769	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002769	GC_00002769	0.1667	0	12	12
GC_00002604	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002604	GC_00002604	0.1667	0	12	12
GC_00002782	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002782	GC_00002782	0.1667	0	12	12
GC_00002861	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002861	GC_00002861	0.1667	0	12	12
GC_00002814	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002814	GC_00002814	0.1667	0	12	12
GC_00002790	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002790	GC_00002790	0.1667	0	12	12
GC_00002811	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002811	GC_00002811	0.1667	0	12	12
GC_00002739	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002739	GC_00002739	0.1667	0	12	12
GC_00002705	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002705	GC_00002705	0.1667	0	12	12
GC_00002828	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002828	GC_00002828	0.1667	0	12	12
GC_00002686	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002686	GC_00002686	0.1667	0	12	12
GC_00002727	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002727	GC_00002727	0.1667	0	12	12
GC_00002810	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002810	GC_00002810	0.1667	0	12	12
GC_00002610	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002610	GC_00002610	0.1667	0	12	12
GC_00002746	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002746	GC_00002746	0.1667	0	12	12
GC_00002753	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002753	GC_00002753	0.1667	0	12	12
GC_00002775	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002775	GC_00002775	0.1667	0	12	12
GC_00002526	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002526	GC_00002526	0.1667	0	12	12
GC_00002647	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002647	GC_00002647	0.1667	0	12	12
GC_00002874	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002874	GC_00002874	0.1667	0	12	12
GC_00002750	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002750	GC_00002750	0.1667	0	12	12
GC_00002592	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002592	GC_00002592	0.1667	0	12	12
GC_00002516	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002516	GC_00002516	0.1667	0	12	12
GC_00002754	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002754	GC_00002754	0.1667	0	12	12
GC_00002716	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002716	GC_00002716	0.1667	0	12	12
GC_00002723	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002723	GC_00002723	0.1667	0	12	12
GC_00002851	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002851	GC_00002851	0.1667	0	12	12
GC_00002852	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002852	GC_00002852	0.1667	0	12	12
GC_00002835	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002835	GC_00002835	0.1667	0	12	12
GC_00002621	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002621	GC_00002621	0.1667	0	12	12
GC_00002617	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002617	GC_00002617	0.1667	0	12	12
GC_00002648	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002648	GC_00002648	0.1667	0	12	12
GC_00002690	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002690	GC_00002690	0.1667	0	12	12
GC_00002803	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002803	GC_00002803	0.1667	0	12	12
GC_00002606	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002606	GC_00002606	0.1667	0	12	12
GC_00002609	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002609	GC_00002609	0.1667	0	12	12
GC_00002789	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002789	GC_00002789	0.1667	0	12	12
GC_00002731	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002731	GC_00002731	0.1667	0	12	12
GC_00002611	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002611	GC_00002611	0.1667	0	12	12
GC_00002834	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002834	GC_00002834	0.1667	0	12	12
GC_00002764	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002764	GC_00002764	0.1667	0	12	12
GC_00002640	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002640	GC_00002640	0.1667	0	12	12
GC_00002524	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002524	GC_00002524	0.1667	0	12	12
GC_00002883	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002883	GC_00002883	0.1667	0	12	12
GC_00002741	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002741	GC_00002741	0.1667	0	12	12
GC_00002860	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002860	GC_00002860	0.1667	0	12	12
GC_00002652	2.1818182927014593	0.13964938855059028	0.862102002820061	dj	GC_00002652	GC_00002652	0.1667	0	12	12
GC_00001964	2.1818182927014576	0.13964938855059053	0.862102002820061	dj	GC_00001964	GC_00001964	1	0.8333	12	12
GC_00000022	2.1818182927014576	0.13964938855059053	0.862102002820061	dj	GC_00000022	GC_00000022	1	0.8333	12	12
GC_00002016	1.8151261278067312	0.17789452408956494	0.862102002820061	colon	GC_00002016	GC_00002016	0.5833	0.8333	12	12
GC_00002012	1.8151261278067312	0.17789452408956494	0.862102002820061	colon	GC_00002012	GC_00002012	0.5833	0.8333	12	12
GC_00002013	1.8151261278067312	0.17789452408956494	0.862102002820061	colon	GC_00002013	GC_00002013	0.5833	0.8333	12	12
GC_00002022	1.8151261278067308	0.17789452408956502	0.862102002820061	dj	GC_00002022	GC_00002022	0.8333	0.5833	12	12
GC_00002011	1.8151261278067308	0.17789452408956502	0.862102002820061	dj	GC_00002011	GC_00002011	0.8333	0.5833	12	12
GC_00002193	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002193	GC_00002193	0.1667	0.4167	12	12
GC_00002216	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002216	GC_00002216	0.1667	0.4167	12	12
GC_00002211	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002211	GC_00002211	0.1667	0.4167	12	12
GC_00002206	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002206	GC_00002206	0.1667	0.4167	12	12
GC_00002190	1.8151261278067303	0.1778945240895651	0.862102002820061	dj	GC_00002190	GC_00002190	0.4167	0.1667	12	12
GC_00002213	1.8151261278067303	0.1778945240895651	0.862102002820061	dj	GC_00002213	GC_00002213	0.4167	0.1667	12	12
GC_00002214	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002214	GC_00002214	0.1667	0.4167	12	12
GC_00002170	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002170	GC_00002170	0.1667	0.4167	12	12
GC_00002208	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002208	GC_00002208	0.1667	0.4167	12	12
GC_00002217	1.8151261278067303	0.1778945240895651	0.862102002820061	dj	GC_00002217	GC_00002217	0.4167	0.1667	12	12
GC_00002197	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002197	GC_00002197	0.1667	0.4167	12	12
GC_00002189	1.8151261278067303	0.1778945240895651	0.862102002820061	dj	GC_00002189	GC_00002189	0.4167	0.1667	12	12
GC_00002136	1.8151261278067303	0.1778945240895651	0.862102002820061	colon	GC_00002136	GC_00002136	0.1667	0.4167	12	12
GC_00002044	1.6000000004468786	0.2059032106687391	0.862102002820061	colon	GC_00002044	GC_00002044	0.5	0.75	12	12
GC_00002043	1.6000000004468786	0.2059032106687391	0.862102002820061	colon	GC_00002043	GC_00002043	0.5	0.75	12	12
GC_00002042	1.6000000004468786	0.2059032106687391	0.862102002820061	dj	GC_00002042	GC_00002042	0.75	0.5	12	12
GC_00002146	1.6000000004468784	0.20590321066873915	0.862102002820061	colon	GC_00002146	GC_00002146	0.25	0.5	12	12
GC_00002132	1.6000000004468784	0.20590321066873915	0.862102002820061	colon	GC_00002132	GC_00002132	0.25	0.5	12	12
GC_00002142	1.6000000004468784	0.20590321066873915	0.862102002820061	colon	GC_00002142	GC_00002142	0.25	0.5	12	12
GC_00002118	1.6000000004468784	0.20590321066873915	0.862102002820061	dj	GC_00002118	GC_00002118	0.5	0.25	12	12
GC_00002130	1.6000000004468784	0.20590321066873915	0.862102002820061	colon	GC_00002130	GC_00002130	0.25	0.5	12	12
GC_00002149	1.6000000004468784	0.20590321066873915	0.862102002820061	colon	GC_00002149	GC_00002149	0.25	0.5	12	12
GC_00002135	1.6000000004468784	0.20590321066873915	0.862102002820061	colon	GC_00002135	GC_00002135	0.25	0.5	12	12
GC_00002094	1.5104898649597218	0.2190643525440099	0.862102002820061	dj	GC_00002094	GC_00002094	0.5833	0.3333	12	12
GC_00002099	1.5104898649597218	0.2190643525440099	0.862102002820061	dj	GC_00002099	GC_00002099	0.5833	0.3333	12	12
GC_00002092	1.5104898649597218	0.2190643525440099	0.862102002820061	dj	GC_00002092	GC_00002092	0.5833	0.3333	12	12
GC_00002093	1.5104898649597218	0.2190643525440099	0.862102002820061	dj	GC_00002093	GC_00002093	0.5833	0.3333	12	12
GC_00002103	1.5104898649597214	0.21906435254401	0.862102002820061	colon	GC_00002103	GC_00002103	0.3333	0.5833	12	12
GC_00002090	1.5104898649597214	0.21906435254401	0.862102002820061	colon	GC_00002090	GC_00002090	0.3333	0.5833	12	12
GC_00002089	1.5104898649597214	0.21906435254401	0.862102002820061	colon	GC_00002089	GC_00002089	0.3333	0.5833	12	12
GC_00002091	1.5104898649597214	0.21906435254401	0.862102002820061	colon	GC_00002091	GC_00002091	0.3333	0.5833	12	12
GC_00002098	1.5104898649597214	0.21906435254401	0.862102002820061	colon	GC_00002098	GC_00002098	0.3333	0.5833	12	12
GC_00002107	1.5104898649597214	0.21906435254401	0.862102002820061	colon	GC_00002107	GC_00002107	0.3333	0.5833	12	12
GC_00002049	1.51048986495972	0.21906435254401016	0.862102002820061	colon	GC_00002049	GC_00002049	0.4167	0.6667	12	12
GC_00002062	1.51048986495972	0.21906435254401016	0.862102002820061	colon	GC_00002062	GC_00002062	0.4167	0.6667	12	12
GC_00002053	1.51048986495972	0.21906435254401016	0.862102002820061	colon	GC_00002053	GC_00002053	0.4167	0.6667	12	12
GC_00002412	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002412	GC_00002412	0.25	0.0833	12	12
GC_00002385	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002385	GC_00002385	0.25	0.0833	12	12
GC_00002376	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002376	GC_00002376	0.25	0.0833	12	12
GC_00002427	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002427	GC_00002427	0.25	0.0833	12	12
GC_00002382	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002382	GC_00002382	0.25	0.0833	12	12
GC_00002417	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002417	GC_00002417	0.25	0.0833	12	12
GC_00002297	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002297	GC_00002297	0.25	0.0833	12	12
GC_00002280	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002280	GC_00002280	0.25	0.0833	12	12
GC_00002380	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002380	GC_00002380	0.25	0.0833	12	12
GC_00002402	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002402	GC_00002402	0.25	0.0833	12	12
GC_00002354	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002354	GC_00002354	0.25	0.0833	12	12
GC_00002367	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002367	GC_00002367	0.25	0.0833	12	12
GC_00002370	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002370	GC_00002370	0.25	0.0833	12	12
GC_00002414	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002414	GC_00002414	0.25	0.0833	12	12
GC_00002422	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002422	GC_00002422	0.25	0.0833	12	12
GC_00002364	1.200001392632335	0.27332139995016513	0.862102002820061	dj	GC_00002364	GC_00002364	0.25	0.0833	12	12
GC_00002411	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002411	GC_00002411	0.0833	0.25	12	12
GC_00002371	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002371	GC_00002371	0.0833	0.25	12	12
GC_00002393	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002393	GC_00002393	0.0833	0.25	12	12
GC_00002381	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002381	GC_00002381	0.0833	0.25	12	12
GC_00002361	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002361	GC_00002361	0.0833	0.25	12	12
GC_00002373	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002373	GC_00002373	0.0833	0.25	12	12
GC_00002322	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002322	GC_00002322	0.0833	0.25	12	12
GC_00002359	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002359	GC_00002359	0.0833	0.25	12	12
GC_00002400	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002400	GC_00002400	0.0833	0.25	12	12
GC_00002392	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002392	GC_00002392	0.0833	0.25	12	12
GC_00002353	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002353	GC_00002353	0.0833	0.25	12	12
GC_00002423	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002423	GC_00002423	0.0833	0.25	12	12
GC_00002368	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002368	GC_00002368	0.0833	0.25	12	12
GC_00002415	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002415	GC_00002415	0.0833	0.25	12	12
GC_00002360	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002360	GC_00002360	0.0833	0.25	12	12
GC_00002410	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002410	GC_00002410	0.0833	0.25	12	12
GC_00002362	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002362	GC_00002362	0.0833	0.25	12	12
GC_00002369	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002369	GC_00002369	0.0833	0.25	12	12
GC_00002409	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002409	GC_00002409	0.0833	0.25	12	12
GC_00002358	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002358	GC_00002358	0.0833	0.25	12	12
GC_00002366	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002366	GC_00002366	0.0833	0.25	12	12
GC_00002363	1.200001392632334	0.2733213999501653	0.862102002820061	colon	GC_00002363	GC_00002363	0.0833	0.25	12	12
GC_00001984	1.2000013926323339	0.27332139995016536	0.862102002820061	colon	GC_00001984	GC_00001984	0.75	0.9167	12	12
GC_00003297	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003297	GC_00003297	0	0.0833	12	12
GC_00003342	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003342	GC_00003342	0	0.0833	12	12
GC_00003804	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003804	GC_00003804	0	0.0833	12	12
GC_00003178	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003178	GC_00003178	0	0.0833	12	12
GC_00003006	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003006	GC_00003006	0	0.0833	12	12
GC_00003695	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003695	GC_00003695	0	0.0833	12	12
GC_00003066	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003066	GC_00003066	0	0.0833	12	12
GC_00003197	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003197	GC_00003197	0	0.0833	12	12
GC_00003075	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003075	GC_00003075	0	0.0833	12	12
GC_00003117	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003117	GC_00003117	0	0.0833	12	12
GC_00003520	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003520	GC_00003520	0	0.0833	12	12
GC_00003790	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003790	GC_00003790	0	0.0833	12	12
GC_00003381	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003381	GC_00003381	0	0.0833	12	12
GC_00003637	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003637	GC_00003637	0	0.0833	12	12
GC_00003248	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003248	GC_00003248	0	0.0833	12	12
GC_00003718	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003718	GC_00003718	0	0.0833	12	12
GC_00003892	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003892	GC_00003892	0	0.0833	12	12
GC_00003622	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003622	GC_00003622	0	0.0833	12	12
GC_00003775	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003775	GC_00003775	0	0.0833	12	12
GC_00003801	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003801	GC_00003801	0	0.0833	12	12
GC_00003573	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003573	GC_00003573	0	0.0833	12	12
GC_00003039	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003039	GC_00003039	0	0.0833	12	12
GC_00003369	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003369	GC_00003369	0	0.0833	12	12
GC_00003889	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003889	GC_00003889	0	0.0833	12	12
GC_00003885	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003885	GC_00003885	0	0.0833	12	12
GC_00003437	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003437	GC_00003437	0	0.0833	12	12
GC_00003532	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003532	GC_00003532	0	0.0833	12	12
GC_00003109	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003109	GC_00003109	0	0.0833	12	12
GC_00003309	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003309	GC_00003309	0	0.0833	12	12
GC_00003910	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003910	GC_00003910	0	0.0833	12	12
GC_00003192	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003192	GC_00003192	0	0.0833	12	12
GC_00003265	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003265	GC_00003265	0	0.0833	12	12
GC_00003116	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003116	GC_00003116	0	0.0833	12	12
GC_00002923	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002923	GC_00002923	0	0.0833	12	12
GC_00003743	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003743	GC_00003743	0	0.0833	12	12
GC_00003355	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003355	GC_00003355	0	0.0833	12	12
GC_00003401	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003401	GC_00003401	0	0.0833	12	12
GC_00003878	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003878	GC_00003878	0	0.0833	12	12
GC_00003467	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003467	GC_00003467	0	0.0833	12	12
GC_00003560	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003560	GC_00003560	0	0.0833	12	12
GC_00003830	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003830	GC_00003830	0	0.0833	12	12
GC_00002903	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002903	GC_00002903	0	0.0833	12	12
GC_00003041	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003041	GC_00003041	0	0.0833	12	12
GC_00003099	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003099	GC_00003099	0	0.0833	12	12
GC_00002951	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002951	GC_00002951	0	0.0833	12	12
GC_00003416	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003416	GC_00003416	0	0.0833	12	12
GC_00003545	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003545	GC_00003545	0	0.0833	12	12
GC_00003883	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003883	GC_00003883	0	0.0833	12	12
